Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2023-05-25;22:00;7749;1
2023-05-26;03:00;6529;0
2023-05-26;06:00;5804;100
2023-05-26;11:00;3870;6678
2023-05-26;12:00;4816;7183
2023-05-26;13:00;5234;7204
2023-05-26;18:00;6668;3253
2023-05-26;22:00;8640;0
2023-05-27;05:00;6707;1
2023-05-27;15:00;1427;4023
2023-05-27;17:00;1956;4249
2023-05-28;08:00;2214;2225
2023-05-28;09:00;1247;3782
2023-05-28;10:00;1006;3609
2023-05-28;12:00;2304;4477
2023-05-28;14:00;2484;4075
2023-05-28;15:00;2801;3649
2023-05-28;19:00;7077;1259
2023-05-28;23:00;9844;0
2023-05-29;00:00;9776;0
2023-05-29;01:00;9114;0
2023-05-29;03:00;8511;0
2023-05-29;22:00;10666;1
2023-05-30;15:00;8062;6260
2023-05-30;20:00;9657;383
2023-05-30;23:00;9864;0
2023-05-31;05:00;6757;1
2023-05-31;07:00;5402;636
2023-05-31;18:00;7790;2481
2023-06-01;08:00;3995;1941
2023-06-01;12:00;3158;6092
2023-06-01;15:00;4198;5400
2023-06-01;16:00;4725;4765
2023-06-01;18:00;6350;2758
2023-06-01;19:00;7327;1402
2023-06-01;23:00;8101;1
2023-06-02;17:00;5464;3763
2023-06-03;01:00;6848;0
2023-06-03;04:00;5981;0
2023-06-03;06:00;5205;114
2023-06-03;08:00;2758;2090
2023-06-04;12:00;2510;3925
2023-06-04;14:00;2208;3492
2023-06-04;23:00;6689;1
2023-06-05;09:00;1871;3583
2023-06-05;10:00;1572;5146
2023-06-05;14:00;2910;6292
2023-06-05;20:00;5295;413
2023-06-06;05:00;5323;2
2023-06-06;13:00;2420;6413
2023-06-06;20:00;3862;458
2023-06-07;00:00;5454;1
2023-06-07;02:00;4933;1
2023-06-07;10:00;2023;4990
2023-06-07;12:00;2434;6589
2023-06-07;18:00;3881;2527
2023-06-07;23:00;5602;0
2023-06-08;01:00;5211;1
2023-06-08;06:00;4472;124
2023-06-08;08:00;2944;2094
2023-06-08;11:00;2569;5854
2023-06-08;13:00;3239;5916
2023-06-08;15:00;2928;5460
2023-06-08;19:00;3028;1280
2023-06-08;21:00;4072;39
2023-06-08;23:00;4932;1
2023-06-09;02:00;5289;0
2023-06-09;13:00;3543;3783
2023-06-09;18:00;2827;1970
2023-06-10;00:00;3196;2
2023-06-10;08:00;1226;1763
2023-06-10;13:00;1507;5775
2023-06-10;15:00;2044;5223
2023-06-10;17:00;1999;3911
2023-06-10;18:00;1889;2690
2023-06-11;00:00;1638;1
2023-06-11;03:00;1819;0
2023-06-11;09:00;718;3563
2023-06-11;11:00;604;5772
2023-06-11;12:00;601;5709
2023-06-11;17:00;2316;3095
2023-06-11;19:00;3427;1248
2023-06-11;22:00;1941;0
2023-06-12;03:00;1562;0
2023-06-12;07:00;1406;707
2023-06-12;15:00;766;4487
2023-06-12;19:00;2188;1013
2023-06-13;00:00;3181;0
2023-06-13;14:00;2699;5384
2023-06-13;19:00;3892;1178
2023-06-14;00:00;4781;0
2023-06-14;02:00;3681;0
2023-06-14;03:00;3213;0
2023-06-14;07:00;2555;633
2023-06-14;14:00;1348;6365
2023-06-15;18:00;2123;3239
2023-06-16;06:00;874;139
2023-06-16;13:00;283;6960
2023-06-17;00:00;1488;0
2023-06-17;11:00;294;5767
2023-06-17;16:00;693;5054
2023-06-17;21:00;1124;32
2023-06-18;06:00;2464;114
2023-06-18;07:00;2017;631
2023-06-18;08:00;1615;1521
2023-06-18;16:00;4181;4188
2023-06-18;22:00;3048;0
2023-06-19;10:00;750;3488
2023-06-19;13:00;963;5447
2023-06-19;15:00;1365;3995
2023-06-19;23:00;2865;0
2023-06-20;04:00;3254;0
2023-06-20;06:00;3619;116
2023-06-20;13:00;3142;4831
2023-06-20;16:00;4618;3394
2023-06-20;18:00;3711;1965
2023-06-20;19:00;2409;1096
2023-06-20;23:00;1073;1
2023-06-21;08:00;729;1374
2023-06-21;12:00;281;4496
2023-06-21;17:00;505;2688
2023-06-21;23:00;2972;1
2023-06-22;02:00;3109;0
2023-06-22;04:00;3405;0
2023-06-22;08:00;3390;920
2023-06-22;12:00;4151;3723
2023-06-22;13:00;4845;4084
2023-06-22;20:00;4287;536
2023-06-23;05:00;1617;3
2023-06-23;12:00;1062;6772
2023-06-23;17:00;1766;4819
2023-06-23;20:00;1806;582
2023-06-23;21:00;1879;77
2023-06-23;22:00;2027;2
2023-06-24;06:00;2650;117
2023-06-24;07:00;2463;746
2023-06-24;13:00;1364;7396
2023-06-24;19:00;1317;1849
2023-06-25;00:00;2920;1
2023-06-25;01:00;3112;1
2023-06-25;02:00;3094;0
2023-06-25;10:00;646;5333
2023-06-25;12:00;1151;6422
2023-06-25;14:00;1520;4595
2023-06-25;19:00;4162;1534
2023-06-25;23:00;5495;2
2023-06-26;00:00;5461;1
2023-06-26;02:00;5545;0
2023-06-26;07:00;3295;647
2023-06-26;11:00;3096;5452
2023-06-26;12:00;3575;6047
2023-06-26;17:00;4726;4312
2023-06-26;20:00;3960;560
2023-06-27;09:00;837;3356
2023-06-27;16:00;1901;5250
2023-06-27;18:00;2099;2888
2023-06-28;16:00;816;5489
2023-06-28;21:00;1402;60
2023-06-29;03:00;1081;0
2023-06-29;04:00;920;1
2023-06-29;15:00;2084;4711
2023-06-29;19:00;3850;1031
2023-06-29;23:00;2691;0
2023-06-30;00:00;2568;0
2023-06-30;01:00;2682;0
2023-06-30;11:00;2684;3946
2023-06-30;14:00;4493;4589
2023-06-30;18:00;5811;2404
2023-06-30;19:00;5742;1273
2023-06-30;20:00;5152;439
2023-07-01;02:00;7544;0
2023-07-01;07:00;7747;432
2023-07-01;09:00;8077;1967
2023-07-01;14:00;9647;3902
2023-07-01;21:00;7023;43
2023-07-02;01:00;5961;0
2023-07-02;03:00;4860;0
2023-07-02;05:00;3064;1
2023-07-02;06:00;2918;43
2023-07-02;11:00;2548;3012
2023-07-02;15:00;4483;3539
2023-07-02;20:00;5802;523
2023-07-03;03:00;3708;0
2023-07-03;05:00;3525;1
2023-07-03;11:00;4534;4767
2023-07-03;15:00;6157;5570
2023-07-03;19:00;6965;1694
2023-07-03;23:00;4243;1
2023-07-04;00:00;4221;0
2023-07-04;04:00;1972;0
2023-07-04;07:00;1057;596
2023-07-04;12:00;2680;5420
2023-07-04;14:00;4086;5354
2023-07-04;16:00;5409;4604
2023-07-04;17:00;5633;3866
2023-07-04;20:00;6709;462
2023-07-05;04:00;10384;0
2023-07-05;07:00;8127;623
2023-07-05;08:00;7466;1763
2023-07-05;11:00;7061;5071
2023-07-05;14:00;7309;5317
2023-07-06;04:00;1055;0
2023-07-06;05:00;914;2
2023-07-06;12:00;388;6504
2023-07-06;13:00;382;6684
2023-07-07;00:00;3243;0
2023-07-07;03:00;4154;0
2023-07-07;06:00;4401;88
2023-07-07;08:00;2771;1915
2023-07-07;09:00;1689;3635
2023-07-07;11:00;2055;6181
2023-07-07;19:00;3140;1135
2023-07-08;00:00;5420;1
2023-07-08;06:00;3495;79
2023-07-08;08:00;1789;1897
2023-07-08;16:00;1673;5624
2023-07-08;17:00;1465;4562
2023-07-08;20:00;1046;493
2023-07-08;21:00;1060;65
2023-07-09;14:00;1600;6144
2023-07-09;16:00;1395;5223
2023-07-09;23:00;1731;0
2023-07-10;16:00;2093;5882
2023-07-10;20:00;961;527
2023-07-11;00:00;1182;1
2023-07-11;01:00;1310;0
2023-07-11;09:00;1568;3117
2023-07-11;19:00;6243;1221
2023-07-11;20:00;5736;411
2023-07-12;01:00;3499;0
2023-07-13;00:00;3566;0
2023-07-13;03:00;2799;0
2023-07-13;05:00;2167;1
2023-07-13;06:00;1919;66
2023-07-13;07:00;1816;557
2023-07-13;11:00;2617;5687
2023-07-13;12:00;3159;5974
2023-07-14;02:00;596;1
2023-07-14;05:00;1153;1
2023-07-14;07:00;2799;581
2023-07-15;01:00;7860;0
2023-07-15;05:00;5432;1
2023-07-15;07:00;5116;397
2023-07-15;13:00;7588;2719
2023-07-15;16:00;7543;2526
2023-07-15;18:00;11664;2108
2023-07-15;20:00;9742;362
2023-07-16;03:00;6690;0
2023-07-16;06:00;5395;30
2023-07-16;12:00;4702;3419
2023-07-16;13:00;4479;3509
2023-07-17;09:00;1011;2950
2023-07-17;14:00;4144;6407
2023-07-18;00:00;1146;1
2023-07-18;03:00;2570;0
2023-07-18;14:00;810;6323
2023-07-18;15:00;1014;6076
2023-07-18;17:00;1727;4385
2023-07-18;21:00;2502;48
2023-07-19;02:00;2966;0
2023-07-19;06:00;3619;46
2023-07-19;12:00;4458;5472
2023-07-19;14:00;5742;5848
2023-07-19;16:00;6685;5157
2023-07-19;18:00;6654;3121
2023-07-19;20:00;4906;481
2023-07-19;22:00;3360;0
2023-07-20;03:00;2150;0
2023-07-20;18:00;1632;2811
2023-07-20;20:00;2070;423
2023-07-20;22:00;1974;0
2023-07-21;00:00;2130;0
2023-07-21;01:00;2294;0
2023-07-21;06:00;2609;37
2023-07-21;08:00;1993;1397
2023-07-21;14:00;3247;5543
2023-07-21;20:00;3607;475
2023-07-22;04:00;1446;0
2023-07-22;06:00;1661;48
2023-07-22;14:00;6301;6434
2023-07-22;15:00;6673;6205
2023-07-22;16:00;7235;5602
2023-07-22;17:00;7431;4512
2023-07-22;18:00;7304;3117
2023-07-22;22:00;4095;0
2023-07-23;00:00;7712;0
2023-07-23;02:00;9048;0
2023-07-23;04:00;8891;0
2023-07-23;17:00;8254;3502
2023-07-24;01:00;4437;0
2023-07-24;08:00;4181;931
2023-07-24;20:00;4214;392
2023-07-24;22:00;3327;1
2023-07-25;13:00;5813;5020
2023-07-26;00:00;2959;0
2023-07-26;05:00;2668;1
2023-07-26;06:00;2531;33
2023-07-26;07:00;2386;438
2023-07-26;09:00;1446;2884
2023-07-26;11:00;2145;4808
2023-07-26;12:00;2521;5244
2023-07-26;17:00;3810;4056
2023-07-27;03:00;6486;0
2023-07-27;07:00;8540;361
2023-07-27;16:00;9437;5270
2023-07-28;03:00;3871;0
2023-07-28;15:00;5449;5109
2023-07-29;07:00;3887;340
2023-07-29;10:00;4741;3436
2023-07-29;19:00;5868;1242
2023-07-29;21:00;4369;23
2023-07-30;00:00;4461;1
2023-07-30;03:00;5627;0
2023-07-30;06:00;5035;25
2023-07-30;17:00;7894;3935
2023-07-30;20:00;6776;386
2023-07-30;23:00;6110;0
2023-07-31;08:00;8639;1468
2023-07-31;10:00;10161;4364
2023-07-31;12:00;11189;5889
2023-07-31;19:00;11307;1299
2023-07-31;20:00;10714;282
2023-10-01;01:00;2179;1
2023-10-01;02:00;2542;1
2023-10-01;08:00;2406;575
2023-10-01;11:00;894;5766
2023-10-01;12:00;898;6067
2023-10-01;13:00;664;3982
2023-10-01;14:00;654;3799
2023-10-01;16:00;1000;4708
2023-10-01;17:00;945;3013
2023-10-01;19:00;1228;81
2023-10-01;20:00;1909;2
2023-10-02;08:00;3313;526
2023-10-02;20:00;7224;1
2023-10-02;22:00;9132;1
2023-10-03;04:00;8821;2
2023-10-03;15:00;8974;3552
2023-10-03;22:00;3991;1
2023-10-03;23:00;3733;1
2023-10-04;00:00;3524;1
2023-10-04;06:00;2545;4
2023-10-04;09:00;1862;2136
2023-10-04;14:00;1804;5609
2023-10-04;15:00;1883;4973
2023-10-04;17:00;1624;2371
2023-10-04;20:00;1412;1
2023-10-05;04:00;1301;1
2023-10-05;05:00;1070;3
2023-10-05;07:00;976;10
2023-10-05;09:00;932;2050
2023-10-05;22:00;1130;1
2023-10-06;01:00;1323;1
2023-10-06;15:00;1054;5868
2023-10-06;21:00;1393;1
2023-10-07;12:00;1513;6365
2023-10-07;16:00;1878;4619
2023-10-07;19:00;2184;38
2023-10-08;02:00;2431;1
2023-10-08;03:00;1867;1
2023-10-08;07:00;1035;8
2023-10-08;20:00;482;1
2023-10-09;08:00;1053;379
2023-10-09;11:00;295;5093
2023-10-09;15:00;471;5365
2023-10-09;18:00;384;743
2023-10-09;19:00;455;25
2023-10-09;22:00;615;1
2023-10-09;23:00;600;1
2023-10-10;02:00;754;1
2023-10-10;06:00;941;3
2023-10-10;08:00;1161;334
2023-10-10;15:00;1249;5436
2023-10-10;18:00;1460;714
2023-10-10;20:00;2155;1
2023-10-10;23:00;2342;1
2023-10-11;04:00;2491;1
2023-10-11;07:00;2927;6
2023-10-11;13:00;2353;6151
2023-10-11;14:00;3074;5941
2023-10-11;22:00;8009;1
2023-10-12;00:00;6383;1
2023-10-12;04:00;4638;1
2023-10-12;07:00;4553;6
2023-10-12;12:00;3502;4857
2023-10-13;05:00;9860;2
2023-10-13;15:00;13811;3785
2023-10-13;16:00;14188;2844
2023-10-14;01:00;13744;1
2023-10-14;05:00;8639;1
2023-10-14;10:00;2687;1865
2023-10-14;17:00;3169;1130
2023-10-14;18:00;2390;303
2023-10-14;22:00;1639;1
2023-10-15;07:00;3693;4
2023-10-15;11:00;2624;4720
2023-10-15;15:00;2821;4170
2023-10-15;17:00;2640;1554
2023-10-15;20:00;4446;1
2023-10-16;03:00;6186;1
2023-10-16;11:00;5169;3564
2023-10-16;12:00;5860;4472
2023-10-16;17:00;7108;1437
2023-10-16;19:00;8280;5
2023-10-17;00:00;8476;1
2023-10-17;04:00;7126;1
2023-10-17;08:00;7002;130
2023-10-17;14:00;4134;3751
2023-10-17;18:00;7594;282
2023-10-17;23:00;10829;0
2023-10-18;00:00;10541;0
2023-10-18;02:00;10636;0
2023-10-18;09:00;11309;559
2023-10-18;13:00;11099;2169
2023-10-18;16:00;12839;1727
2023-10-18;21:00;12756;1
2023-10-18;22:00;12409;1
2023-10-19;04:00;9228;1
2023-10-19;07:00;8511;3
2023-10-19;08:00;8460;90
2023-10-19;09:00;8813;577
2023-10-19;13:00;8096;2400
2023-10-19;18:00;7230;66
2023-10-19;19:00;7884;1
2023-10-20;07:00;4086;1
2023-10-20;12:00;5504;2446
2023-10-20;13:00;5686;3001
2023-10-20;19:00;8074;2
2023-10-21;02:00;13318;1
2023-10-21;05:00;15648;2
2023-10-21;18:00;15033;257
2023-10-21;23:00;12703;1
2023-10-22;07:00;6841;4
2023-10-22;20:00;2417;1
2023-10-23;02:00;4894;1
2023-10-23;13:00;6963;2334
2023-10-23;19:00;4694;1
2023-10-23;22:00;4501;1
2023-10-23;23:00;5032;1
2023-10-24;03:00;3834;1
2023-10-24;04:00;3930;1
2023-10-24;07:00;4518;3
2023-10-24;12:00;4717;3662
2023-10-24;18:00;3633;158
2023-10-24;19:00;4183;2
2023-10-24;21:00;5848;1
2023-10-24;23:00;7028;1
2023-10-25;03:00;8452;1
2023-10-25;16:00;8926;1013
2023-10-26;03:00;4768;1
2023-10-26;10:00;6800;767
2023-10-26;11:00;6425;1239
2023-10-26;13:00;6865;1508
2023-10-26;15:00;5375;1158
2023-10-26;17:00;4363;331
2023-10-26;19:00;5273;1
2023-10-26;21:00;5519;1
2023-10-27;01:00;7523;1
2023-10-27;04:00;9138;1
2023-10-27;05:00;9344;1
2023-10-27;07:00;9668;1
2023-10-27;10:00;8748;2275
2023-10-27;11:00;8948;3026
2023-10-27;12:00;9329;3310
2023-10-27;23:00;10888;2
2023-10-28;01:00;10937;1
2023-10-28;05:00;12076;1
2023-10-28;11:00;12949;3168
2023-10-28;17:00;13283;899
2023-10-28;22:00;16557;1
2023-10-29;00:00;16279;1
2023-10-29;02:00;15417;1
2023-10-29;02:00;15051;1
2023-10-29;05:00;14061;2
2023-10-29;18:00;12233;5
2023-10-30;01:00;7526;1
2023-10-30;08:00;5586;178
2023-10-30;10:00;4539;671
2023-10-30;14:00;4925;1342
2023-10-30;17:00;6731;111
2023-10-30;18:00;7530;3
2023-10-30;19:00;7844;1
2023-10-30;23:00;7070;1
2023-10-31;06:00;6393;2
2023-10-31;08:00;6065;748
2023-10-31;13:00;7923;4240
2023-10-31;16:00;7652;1238
2023-09-01;02:00;4797;1
2023-09-01;09:00;5061;2668
2023-09-01;16:00;2312;5140
2023-09-01;18:00;1462;2103
2023-09-01;23:00;1423;1
2023-09-02;00:00;1669;1
2023-09-02;01:00;1875;1
2023-09-02;09:00;1128;2210
2023-09-02;10:00;1045;3501
2023-09-02;15:00;1434;4789
2023-09-03;03:00;3466;1
2023-09-03;07:00;2949;122
2023-09-03;10:00;1361;4465
2023-09-03;17:00;3741;3848
2023-09-03;18:00;4687;2190
2023-09-03;20:00;6230;38
2023-09-03;22:00;8143;1
2023-09-04;05:00;7211;3
2023-09-04;07:00;7447;122
2023-09-04;10:00;3760;4338
2023-09-04;16:00;5656;5158
2023-09-04;18:00;5983;1999
2023-09-04;22:00;7581;1
2023-09-05;02:00;6626;1
2023-09-05;07:00;6592;106
2023-09-05;18:00;838;1912
2023-09-05;19:00;1052;537
2023-09-06;02:00;2749;1
2023-09-06;08:00;2093;1032
2023-09-06;09:00;1426;2687
2023-09-06;15:00;902;6186
2023-09-06;19:00;1385;520
2023-09-07;00:00;2978;1
2023-09-07;11:00;819;5918
2023-09-07;12:00;823;6620
2023-09-07;14:00;906;6756
2023-09-07;18:00;592;1928
2023-09-07;19:00;589;512
2023-09-08;01:00;1178;1
2023-09-08;11:00;477;5750
2023-09-08;12:00;446;6504
2023-09-08;13:00;465;6795
2023-09-08;14:00;534;6685
2023-09-08;15:00;572;6242
2023-09-08;19:00;783;501
2023-09-08;21:00;1525;2
2023-09-08;22:00;1774;1
2023-09-08;23:00;1934;1
2023-09-09;03:00;1743;1
2023-09-09;05:00;2071;3
2023-09-09;07:00;2161;89
2023-09-09;08:00;2019;1009
2023-09-09;14:00;808;6884
2023-09-09;19:00;979;466
2023-09-09;20:00;1525;10
2023-09-09;21:00;2322;3
2023-09-09;22:00;3018;2
2023-09-10;12:00;1718;6546
2023-09-11;07:00;1404;75
2023-09-11;08:00;1432;818
2023-09-11;14:00;1589;5503
2023-09-11;23:00;2202;1
2023-09-12;02:00;1535;1
2023-09-12;03:00;1074;1
2023-09-12;05:00;580;2
2023-09-12;06:00;522;2
2023-09-12;07:00;633;52
2023-09-12;11:00;409;3543
2023-09-12;14:00;1104;3782
2023-09-12;15:00;1824;3177
2023-09-12;16:00;1627;2753
2023-09-12;18:00;1475;1032
2023-09-12;23:00;1485;1
2023-09-13;00:00;1364;1
2023-09-13;08:00;1108;471
2023-09-13;15:00;972;4342
2023-09-13;20:00;1330;6
2023-09-14;09:00;514;2506
2023-09-14;11:00;277;5618
2023-09-14;14:00;204;5922
2023-09-14;16:00;227;4670
2023-09-15;04:00;2699;2
2023-09-15;05:00;2812;3
2023-09-15;10:00;1402;4464
2023-09-16;03:00;3617;1
2023-09-16;04:00;3168;1
2023-09-16;06:00;2637;3
2023-09-16;08:00;2792;476
2023-09-16;11:00;3381;3719
2023-09-17;01:00;2721;1
2023-09-17;04:00;2738;1
2023-09-17;09:00;2988;1518
2023-09-17;11:00;2487;3980
2023-09-17;15:00;2699;3241
2023-09-17;18:00;2992;722
2023-09-17;22:00;4876;1
2023-09-18;09:00;6523;1694
2023-09-18;10:00;6760;3033
2023-09-18;12:00;8431;4660
2023-09-18;16:00;10767;3433
2023-09-18;19:00;8892;227
2023-09-18;21:00;7959;1
2023-09-18;22:00;7606;1
2023-09-19;02:00;3788;1
2023-09-19;09:00;5493;2298
2023-09-19;14:00;6883;3566
2023-09-19;19:00;5907;243
2023-09-20;00:00;6871;1
2023-09-20;03:00;4304;1
2023-09-20;05:00;4541;3
2023-09-20;06:00;6347;4
2023-09-20;12:00;9820;4706
2023-09-20;14:00;7336;2575
2023-09-20;19:00;8385;190
2023-09-20;21:00;10256;1
2023-09-21;04:00;8551;1
2023-09-21;14:00;5453;2310
2023-09-21;17:00;6014;1372
2023-09-21;20:00;5699;1
2023-09-22;02:00;7967;1
2023-09-22;03:00;7727;1
2023-09-22;12:00;6812;4932
2023-09-22;15:00;8758;4703
2023-09-22;17:00;8510;2689
2023-09-22;20:00;5203;1
2023-09-22;21:00;5768;1
2023-09-23;13:00;2328;5660
2023-09-23;16:00;2628;4467
2023-09-23;20:00;1074;3
2023-09-23;22:00;1108;1
2023-09-24;00:00;1569;1
2023-09-24;01:00;1802;1
2023-09-24;02:00;1981;1
2023-09-24;07:00;3514;27
2023-09-24;13:00;3206;4266
2023-09-24;16:00;3844;5007
2023-09-24;18:00;3661;1565
2023-09-24;22:00;6862;1
2023-09-24;23:00;6844;1
2023-09-25;07:00;2227;28
2023-09-25;16:00;206;5012
2023-09-25;21:00;534;2
2023-09-25;22:00;879;1
2023-09-25;23:00;1144;1
2023-09-26;09:00;2582;2494
2023-09-26;10:00;1510;4197
2023-09-26;12:00;902;6284
2023-09-26;13:00;787;6496
2023-09-26;22:00;914;1
2023-09-27;06:00;988;4
2023-09-27;08:00;2123;674
2023-09-27;13:00;2958;6003
2023-09-27;14:00;3464;5541
2023-09-27;16:00;4137;3425
2023-09-28;12:00;1002;5625
2023-09-28;13:00;1452;5922
2023-09-28;19:00;2438;111
2023-09-29;02:00;8013;1
2023-09-29;07:00;8275;15
2023-09-29;08:00;8229;534
2023-09-30;00:00;1145;1
2023-09-30;05:00;742;1
2023-09-30;09:00;922;2143
2023-09-30;16:00;597;4647
2020-01-01;11:00;1437;1166
2020-01-01;12:00;1178;1359
2020-01-01;20:00;1263;0
2020-01-02;03:00;1561;0
2020-01-02;04:00;1608;0
2020-01-02;05:00;1769;0
2020-01-02;08:00;2251;13
2020-01-02;11:00;2791;1050
2020-01-02;16:00;4069;233
2020-01-03;03:00;7815;0
2020-01-03;16:00;6364;185
2020-01-03;22:00;4223;0
2020-01-04;03:00;3229;0
2020-01-04;06:00;3239;0
2020-01-04;09:00;3524;320
2020-01-04;10:00;3645;794
2020-01-04;13:00;3837;1481
2020-01-04;16:00;3095;345
2020-01-05;03:00;1654;0
2020-01-05;18:00;1544;4
2020-01-05;21:00;1937;1
2020-01-06;05:00;2725;0
2020-01-06;09:00;5005;370
2020-01-06;11:00;4124;1529
2020-01-06;14:00;3468;1593
2020-01-06;21:00;6617;0
2020-01-06;23:00;5843;0
2020-01-07;00:00;5544;0
2020-01-07;02:00;4496;0
2020-01-07;06:00;3127;0
2020-01-07;08:00;3031;18
2020-01-07;10:00;2916;499
2020-01-07;14:00;3287;937
2020-01-07;17:00;4531;15
2020-01-07;22:00;5467;0
2020-01-08;01:00;5831;0
2020-01-08;03:00;5927;0
2020-01-08;13:00;3262;1673
2020-01-08;21:00;4275;0
2020-01-09;00:00;6286;0
2020-01-09;12:00;10330;1978
2020-01-09;13:00;10074;1955
2020-01-09;15:00;9837;1048
2020-01-09;17:00;10410;21
2020-01-09;18:00;10757;4
2020-01-09;22:00;10422;1
2020-01-10;00:00;9681;0
2020-01-10;07:00;7552;0
2020-01-10;23:00;1571;0
2020-01-11;02:00;2008;0
2020-01-11;03:00;2169;0
2020-01-11;16:00;3328;579
2020-01-11;19:00;4147;2
2020-01-12;00:00;5338;0
2020-01-12;05:00;6787;0
2020-01-12;07:00;7376;0
2020-01-12;08:00;7717;40
2020-01-12;11:00;7205;1842
2020-01-12;14:00;6328;1703
2020-01-12;15:00;5759;1108
2020-01-12;16:00;5378;405
2020-01-12;18:00;4553;2
2020-01-13;00:00;3145;0
2020-01-13;02:00;2618;0
2020-01-13;04:00;2630;0
2020-01-13;08:00;3774;42
2020-01-13;12:00;5926;1783
2020-01-13;13:00;6790;1877
2020-01-13;15:00;8009;1048
2020-01-14;06:00;11654;0
2020-01-14;11:00;12536;1402
2020-01-14;12:00;12685;1555
2020-01-14;13:00;12670;1591
2020-01-15;01:00;12001;0
2020-01-15;06:00;12603;0
2020-01-15;17:00;6747;24
2020-01-15;22:00;4413;0
2020-01-16;02:00;3004;0
2020-01-16;10:00;6881;1344
2020-01-16;15:00;8178;1296
2020-01-16;18:00;10606;2
2020-01-16;21:00;11091;0
2020-01-16;22:00;10754;0
2020-01-17;02:00;9399;0
2020-01-17;03:00;9224;0
2020-01-17;12:00;8063;692
2020-01-17;16:00;8273;337
2020-01-17;17:00;7497;50
2020-01-17;21:00;6622;0
2020-01-18;11:00;1077;1511
2020-01-18;14:00;704;1836
2020-01-19;04:00;5004;0
2020-01-19;05:00;5153;1
2020-01-19;08:00;5214;24
2020-01-19;11:00;4802;1884
2020-01-19;12:00;4924;2217
2020-01-19;13:00;5472;2308
2020-01-19;16:00;5888;708
2020-01-19;18:00;6430;1
2020-01-20;05:00;5845;0
2020-01-20;07:00;6070;0
2020-01-21;00:00;4713;0
2020-01-21;01:00;4365;0
2020-01-21;07:00;3496;0
2020-01-21;16:00;2108;411
2020-01-21;21:00;3903;0
2020-01-21;22:00;3836;0
2020-01-22;11:00;3232;880
2020-01-22;16:00;3652;298
2020-01-22;18:00;5349;0
2020-01-22;23:00;6716;0
2020-01-23;06:00;5035;0
2020-01-23;07:00;5238;0
2020-01-23;12:00;3579;804
2020-01-23;14:00;3031;868
2020-01-23;18:00;3568;0
2020-01-23;20:00;3145;0
2020-01-24;02:00;2349;0
2020-01-24;04:00;2043;0
2020-01-24;14:00;380;1401
2020-01-24;18:00;381;0
2020-01-24;23:00;695;0
2020-01-25;05:00;1213;0
2020-01-25;19:00;1691;0
2020-01-26;06:00;2303;0
2020-01-26;23:00;8760;0
2020-01-27;10:00;8148;625
2020-01-27;11:00;8142;788
2020-01-27;12:00;8528;770
2020-01-27;18:00;11291;1
2020-01-28;01:00;11868;0
2020-01-28;02:00;11992;0
2020-01-28;08:00;12794;26
2020-01-28;12:00;12470;1446
2020-01-28;17:00;10794;114
2020-01-28;20:00;10853;0
2020-01-29;00:00;10149;0
2020-01-29;02:00;8931;0
2020-01-29;05:00;8207;0
2020-01-29;12:00;7082;2022
2020-01-29;13:00;7332;1885
2020-01-29;16:00;4680;517
2020-01-29;21:00;5343;0
2020-01-30;02:00;5952;0
2020-01-30;10:00;8124;687
2020-01-30;16:00;9200;278
2020-01-31;01:00;8732;0
2020-01-31;02:00;8392;0
2020-01-31;10:00;6075;984
2020-01-31;15:00;6192;1215
2020-01-31;23:00;8275;0
2020-02-01;06:00;9459;0
2020-02-01;13:00;11624;1198
2020-02-01;17:00;10682;104
2020-02-02;05:00;9171;0
2020-02-02;06:00;10120;0
2020-02-02;08:00;11570;58
2020-02-02;09:00;11671;446
2020-02-02;15:00;11366;1181
2020-02-02;19:00;9167;0
2020-02-02;20:00;8691;0
2020-02-02;21:00;8254;0
2020-02-02;22:00;7792;0
2020-02-03;05:00;8238;0
2020-02-03;14:00;7013;2088
2020-02-03;17:00;6750;207
2020-02-03;19:00;8355;0
2020-02-03;20:00;9638;0
2020-02-04;01:00;10490;0
2020-02-04;13:00;11720;2241
2020-02-04;15:00;11416;1585
2020-02-04;18:00;9298;4
2020-02-04;21:00;7891;0
2020-02-05;03:00;3356;0
2020-02-05;07:00;2339;0
2020-02-05;09:00;1617;869
2020-02-05;16:00;1296;1272
2020-02-05;17:00;1470;307
2020-02-05;19:00;2182;0
2020-02-05;21:00;2869;0
2020-02-05;23:00;3063;0
2020-02-06;09:00;3322;865
2020-02-06;11:00;2221;2494
2020-02-06;20:00;6010;0
2020-02-06;21:00;5824;0
2020-02-07;06:00;6245;0
2020-02-07;07:00;6496;1
2020-02-07;09:00;5915;908
2020-02-07;12:00;3104;2662
2020-02-07;18:00;4601;7
2020-02-08;02:00;5029;0
2020-02-08;09:00;4623;664
2020-02-08;16:00;2319;569
2020-02-08;17:00;2373;122
2020-02-08;19:00;3385;0
2020-02-09;11:00;13397;1795
2020-02-09;15:00;13042;1058
2020-02-09;17:00;12437;125
2020-02-09;22:00;10979;0
2020-02-10;06:00;10578;0
2020-02-10;07:00;11048;0
2020-02-10;11:00;12764;1276
2020-02-10;22:00;12943;0
2020-02-11;04:00;11864;0
2020-02-11;06:00;11637;0
2020-02-11;07:00;11720;1
